Investment Banking Name,Country
Banque Atlantique Cameroun,Cameroon
Banque Internationale du Cameroun Pour l'Epargne et le Cr ©dit Soci ©t © Anonyme,Cameroon
ALS Canada Ltd.,Canada
"ALS Chemex Labs, Ltd.",Canada
AMEX Bank of Canada,Canada
Anchor Securities Limited,Canada
ap Valuations Limited,Canada
"B2B Bank, Inc.",Canada
"Bessner Gallay Kreisman, L.L.P.",Canada
Blackstone Partners L.P.,Canada
BlueShore Financial,Canada
"Border Management, Inc.",Canada
Bromberg & Associate,Canada
Buckley Dodds Parker LLP,Canada
Caisse Desjardins Cit ©-du-Nord de Montr ©al,Canada
Caisse populaire Desjardins Beauharnois,Canada
Canadian Tire Bank,Canada
Canadian Tire Financial Services Limited,Canada
Canadian Western Trust,Canada
Canpro Placement Services Inc.,Canada
Catalyst LLP,Canada
Citizens Bank of Canada,Canada
Cohen Hamilton Steger & Co. Inc.,Canada
Collins Barrow Calgary LLP,Canada
Collins Barrow Nova Scotia Inc.,Canada
Conroy Ross Partners Limited,Canada
CRC Sogema Inc.,Canada
Creative Options Inc.,Canada
Dale Matheson Carr-Hilton LaBonte LLP,Canada
David Warwick Kennedy and Associates,Canada
Davidson & Company LLP,Canada
Deloitte & Touche LLP (Canada),Canada
"Demers Beaulne, GPCA",Canada
"Design Group Staffing, Inc.",Canada
DeVisser Gray LLP,Canada
"Dion, Durrell + Associates Inc.",Canada
Dundee Bank of Canada,Canada
Dynamic Dimensions (Canada) Inc.,Canada
Eagle Professional Resources Inc.,Canada
Edgewise Management Corporation,Canada
EP Canada Film Services Inc.,Canada
Equitable Bank,Canada
Ernst & Young LLP (Canada),Canada
Executive Risk Governance Advisors,Canada
Felcom Data Services Inc.,Canada
First Nations Bank of Canada,Canada
"Fodio Technologies, Inc",Canada
Froese Forensic Partners Ltd.,Canada
Fruitman Kates LLP,Canada
Fuller Landau LLP,Canada
Futureworth Financial Planners Corp.,Canada
Genesis Trust,Canada
Global Mining Management Corporation,Canada
Grant Thornton LLP,Canada
"Harris & Partners, LLP",Canada
"Hospitality Careers Online, Inc.",Canada
HSBC Bank Canada,Canada
i Secundus Inc.,Canada
ICICI Bank Canada,Canada
in.risk.solutions.inc.,Canada
James Stafford Chartered Accountants,Canada
JenPai Oilfield Services Limited,Canada
"John J. Geib, C.A.",Canada
Kalex Valuations Inc.,Canada
"Karabus Management, Inc.",Canada
KPMG LLP (Canada),Canada
Lancaster & David C.A.,Canada
LECG Canada Ltd.,Canada
Logicon Solutions,Canada
M.R.S. Inc.,Canada
Malaspina Consultants Inc.,Canada
Manning Elliott LLP,Canada
Manulife Bank Of Canada,Canada
Maple Financial Group Inc.,Canada
"McGovern, Hurley, Cunningham, LLP",Canada
McLarty & Co Corporation,Canada
Moore Stephens Cooper Molyneux LLP,Canada
OPTIMUS | SBR,Canada
PACE Savings & Credit Union Limited,Canada
parker simone LLP,Canada
People Corporation,Canada
"PEOPLEsource Staffing Solutions, Inc.",Canada
"Petrie Raymond, Professional Chartered Accountants LLP",Canada
"PricewaterhouseCoopers LLP, Canada",Canada
"PSB Boisjoli, LLP",Canada
PSTG Consulting,Canada
Qtrade Investor Inc,Canada
Quantum Management Services Ltd.,Canada
"Questrade, Inc.",Canada
Raymond Chabot Grant Thornton (LLP),Canada
RecoverCorp Inc.,Canada
Riata Partners Inc.,Canada
Richter LLP,Canada
Rosen & Associates Limited,Canada
Saskatchewan Research Council,Canada
Scotia iTrade Corp.,Canada
"Seabridge International Shipping, Inc.",Canada
"SF Partnership, LLP",Canada
Sigma Analysis & Management Ltd.,Canada
Smythe Ratcliffe LLP,Canada
Stewart & Kett Financial Advisors Inc.,Canada
STRATA Benefits Consulting Inc.,Canada
Tangerine Bank,Canada
TEEMA Solutions Group Inc.,Canada
Tejpar LLP,Canada
The Verriez Group Inc.,Canada
Trapeze Capital Corp.,Canada
UHY LDMB Advisors Inc.,Canada
Veritas Investment Research Corporation,Canada
WBLI Chartered Accountants,Canada
Wealthsimple Financial Inc.,Canada
Westcap Incorporated,Canada
Whelan Petroleum Personnel Management Inc.,Canada
Xela Global Resources Inc.,Canada
"Zeifman & Company, LLP",Canada
ZHS CA Professional Corporation,Canada
"Banco Comercial do Atl ¢ntico, SARL",Cape-Verde
Cayman Institutional Bank,Cayman-Islands
Banco Internacional S.A.,Chile
Banco Security,Chile
Deutsche Bank (Chile) S.A.,Chile
Rabobank Chile,Chile
Accounting Centre of China Aviation Limited Company,China
"Bank of Wenzhou Co., Ltd.",China
Boardroom LSC China Limited,China
"Career International Consulting, Inc.",China
Deloitte & Touche Financial Advisory Services Limited,China
East West Bank (China) Limited,China
Fiducia Limited,China
"Fudian Bank Co., Ltd.",China
J Capital Research Co. Ltd.,China
KPMG Huazhen,China
"Shinewing Certified Public Accountants Co., Ltd.",China
Standard Chartered Bank (China) Limited,China
The Bank of East Asia (China) Ltd.,China
"Xiamen Bank Co.,Ltd.",China
Banco GNB Sudameris S.A.,Colombia
Banco Tequendama SA,Colombia
Mercantil Colpatria SA,Colombia
Bank of the Cook Islands Ltd.,Cook-Islands
Banca Prom ©rica de Costa Rica S.A.,Costa-Rica
"Banco BAC San Jos ©, S.A.",Costa-Rica
"Banco Davivienda (Costa Rica), S.A.",Costa-Rica
Access Bank (Cote-d'Ivoire) SA,Cote-d-Ivoire
Soci ©t © Ivoirienne de Banque SA,Cote-d-Ivoire
Versus Bank S.A.,Cote-d-Ivoire
Banka Splitsko-dalmatinska D.D.,Croatia
BKS Bank d.d.,Croatia
Credo Banka d.d.,Croatia
Nava Banka d.d.,Croatia
OTP Banka Hrvatska d.d.,Croatia
Sberbank d.d.,Croatia
Stedbanka d.d.,Croatia
Alpha Bank Cyprus Ltd.,Cyprus
Atonline Limited,Cyprus
Emporiki Bank - Cyprus Ltd,Cyprus
Ernst & Young Cyprus Ltd.,Cyprus
Societe Generale Bank - Cyprus Limited,Cyprus
Air Bank a.s.,Czech-Republic
BDO Audit s.r.o.,Czech-Republic
Ceska Exportni Banka AS,Czech-Republic
"Ceskomoravska Zarucni A Rozvojova Banka, AS",Czech-Republic
Citi a.s.,Czech-Republic
"Commerzbank Aktiengesellschaft, Pobocka Praha",Czech-Republic
Equa bank a.s.,Czech-Republic
"Ernst & Young, s.r.o.",Czech-Republic
Evropsko-rusk ° banka a.s.,Czech-Republic
Expobank CZ a.s.,Czech-Republic
"GE Money Bank, AS",Czech-Republic
"RSM TACOMA, a.s.",Czech-Republic
Banque Internationale de Credit SARL,Democratic-Republic-of-the-Congo
A/S Global Risk Management Ltd.,Denmark
Bank DNB A/S,Denmark
Forst ¶dernes Bank A/S,Denmark
Infopaq International A/S,Denmark
Sam Headhunting Group A/S,Denmark
Vestfyns Bank A/S,Denmark
VP Securities A/S,Denmark
"Banco de Ahorro y Cr ©dito Ademi, S.A.",Dominican-Republic
Banco Del Pacifico S.A.,Ecuador
Ahli United Bank (Egypt) S.A.E.,Egypt
Arab International Bank,Egypt
Banque Du Caire S.A.E.,Egypt
BLOM Bank Egypt S.A.E.,Egypt
Industrial Development Bank of Egypt,Egypt
OKAZ Stockbrokers and Investment Consultants,Egypt
The United Bank,Egypt
"Scotiabank El Salvador, S.A.",El-Salvador
CCEI BANK GE,Equatorial-Guinea
AS SEB Pank,Estonia
Danske Bank A/S Estonia Branch,Estonia
Nordea Bank Finland Plc Eesti Filiaal,Estonia
Bank of Abyssinia S.C.,Ethiopia
Commercial Bank of Ethiopia,Ethiopia
Dashen Bank S.C.,Ethiopia
Development Bank of Ethiopia,Ethiopia
Accountor Holding Oy,Finland
Bank of Savings Banks Ltd,Finland
Deloitte & Touche Oy,Finland
FIM Corporation,Finland
Greenpoint Oy,Finland
Joensuun Seudun Osuuspankki,Finland
Keski-Suomen Liikepalvelu Oy,Finland
KPMG Oy Ab,Finland
Lapin Vesitutkimus Oy,Finland
Lucia Capital Oy,Finland
Mandatum Pankki Oyj,Finland
PricewaterhouseCoopers Oy,Finland
S-pankki Oy,Finland
Talenom Oy,Finland
Visma Teemuaho Yhti  t Oy,Finland
ACE Audit,France
ACEA Consultant SARL,France
Advolis SA,France
Adwelsen,France
AGF Private Banking S.A.,France
Amyot Exco & Associes,France
Aplitec Audit Associ ©s,France
Ariane Consulting SA,France
Arthur Andersen Audit France,France
"ASC Consulting, S.A.R.L.",France
Atriom,France
Audit & Conseil Union,France
Audit & Partenaires,France
Audit Conseil Expertise (A.C.E) SA,France
"Audit de France - SODIP, SA",France
Auditef SAS,France
Auditeurs et Conseils d'Entreprise,France
Augitec,France
Aveyron Expansion,France
"Axens Audit, SARL",France
B+ Conseil,France
Banque BIA,France
Banque du Batiment et des Travaux Publics,France
Banque Populaire Bourgogne Franche-Comt ©,France
Banque Populaire Occitane,France
BDO France- ABPR & Associes,France
Bellot Mullenbach & Associ ©s,France
BF Audit Partenaires,France
Biocon Consulting,France
Bouron Audit Conseil,France
Boursorama SA,France
Cabinet Becouze et Associ ©s,France
Cabinet Didier Kling et Associ ©s,France
Cabinet Foucault,France
Cabinet Sefac,France
Caderas Martin SA,France
Caisse d'Epargne Bretagne Pays de la Loire,France
Caisse R ©gionale de l'Anjou et du Maine,France
Caisse Regionale de Credit Agricole Mutuel des Cotes D'Armor,France
Cauditex SA,France
Charrier Billon,France
CM11-CIC Group,France
Compagnie Generale Interfiduciaire De L'Atlantique,France
Conseil Audit & Synthese,France
Coopers & Lybrand Audit,France
"Corex Sud, SA",France
Cr ©dit Coop ©ratif S.A.,France
Cr ©dit Mutuel Nord Europe,France
Credit Agricole des Savoie,France
Credit Agricole Titres,France
Credit Mutuel Centre-Est Europe,France
Deloitte & Touche Audit France,France
Emmesse Conseil et Audit,France
Etievent Armbruster Geneve SARL,France
Fiduciaire Audit Conseil,France
Fiduciaire d'Organisation de gestion et d'Expertise Comptable,France
Fiduciaire Du Nord SA,France
Fiduciaire Leydet,France
"FINEXSI, SA",France
GestionPhi Conseil,France
Groupe d'Experts Comptables et d'Analystes Financiers,France
"Groupe Fiduciaire de la Rive Gauche, SAS",France
Guibert & Associ ©s,France
HLB Groupe France Audit,France
"ING Belgium S.A., Succursale en France",France
KPMG S.A.,France
Les Villages Emploi S.A.S.,France
Maillet & Associ ©s,France
"Meyara & Associ ©s, SARL",France
MGA Consulting SAS,France
MGFI,France
Monte Paschi Banque S.A,France
Multi Acc ®s Banque,France
OFG Recherche,France
Pansard & Associ ©s,France
Pau-Montero,France
Plan ®te Compta,France
"Presence, Audit et Conseils, SARL",France
Primexis,France
PYBConseil,France
"Revision Gestion Expertise Comptable, SAS",France
"Ricol, Lasteyrie & Associes",France
Royer,France
Saint-Germain Audit,France
Saulais Gaillard & Associ ©s,France
Secovec,France
"SFW Consultants, SARL",France
SG Option Europe S.A.,France
"Siris, SARL",France
Societe D'expertise Comptable Economique Et Financiere,France
Stephane Griffon et Associes SARL,France
"SVP, Soci ©t © par Actions Simplifi ©e",France
Techni Compta,France
Vachon & Associes,France
Citibank Gabon S.A.,Gabon
Access Bank (Gambia) Limited,Gambia
Zenith Bank (Gambia) Limited,Gambia
BTA Bank JSC (Georgia),Georgia
CJSC Halyk Bank Georgia,Georgia
"JSC ProCredit Bank, Georgia",Georgia
ABZ Zahn §rztliches Rechenzentrum f ºr Bayern GmbH,Germany
AC Christes & Partner GmbH,Germany
AIRE GmbH & Co KGaA,Germany
Alex & Gross Communications GmbH,Germany
Apotheken- und  Ñrzte-Abrechnungszentrum Dr. G ºldener GmbH,Germany
Baden-W ºrttembergische Bank AG,Germany
Bansbach Sch ºbel Br  sztl & Partner,Germany
Degussa Bank GmbH,Germany
Deutsche Kreditbank AG,Germany
Donner & Reuschel Aktiengesellschaft,Germany
Driving Growth Group GmbH,Germany
DZR Deutsches Zahn §rztliches Rechenzentrum GmbH,Germany
Emporias Management Consulting GmbH & Co. KG,Germany
enercast GmbH,Germany
Entrium Direct Bankers AG,Germany
Eurocity Bank AG,Germany
Experteer GmbH,Germany
FAS AG,Germany
FRH - Freies Rechenzentrum Heilberufe,Germany
GE Capital Bank AG,Germany
Gladbacher Bank Aktiengesellschaft,Germany
GLS Gemeinschaftsbank eG,Germany
GoNamic GmbH & Co. KG,Germany
Hanseatisch Zahn §rztliche Abrechnungs- und Service- Gesellschaft mbH,Germany
Hornig & Scheuermann,Germany
HSBC Transaction Services GmbH,Germany
Incam AG,Germany
ING-DiBa AG,Germany
INTRO Aviation GmbH,Germany
ISBANK GmbH,Germany
Kanzlei WPH Hofbauer & Maier GmbH,Germany
Kreissparkasse Bautzen,Germany
Kreissparkasse Biberach GmbH,Germany
Kreissparkasse Ludwigsburg,Germany
Landesbank Baden-Wuerttemberg,Germany
LHB Internationale Handelsbank AG,Germany
Miller Heiman Europe GmbH,Germany
MVV decon GmbH,Germany
Norddeutsche Landesbank Girozentrale,Germany
NordFinanz Bank AG,Germany
Optica Abrechnungszentrum Dr.G ºldener Gmbh,Germany
"Rath, Anders, Dr. Wanner & Partner",Germany
RBS RoeverBroennerSusat,Germany
Runtime Group GmbH,Germany
SCHULER Consulting GmbH,Germany
Sparda-Bank Baden-Wurttemberg eG,Germany
Sparda-Bank Hessen Eg,Germany
Sparkasse Baden-Baden Gaggenau,Germany
Sparkasse Hanau,Germany
Stadt- Und Kreissparkasse Erlangen,Germany
Stadtsparkasse D ºsseldorf,Germany
State Bank Of India (indische Staatsbank ) Zweigniederlassung Frankfurt Am Main,Germany
Strafin Corporate Services GmbH,Germany
SVPG GmbH,Germany
TARGOBANK AG & Co. KGaA,Germany
Treuenfels BMB GmbH,Germany
Valovis Commercial Bank AG,Germany
V-BANK AG,Germany
Volksbank eG,Germany
Volksbank Stuttgart eG,Germany
Volkswagen Bank GmbH,Germany
VR-Bank Landau eG,Germany
VTB Bank (Deutschland) AG,Germany
weisser + b  hle GmbH,Germany
Wirecard Bank AG,Germany
Wolfgang Steubing AG Wertpapierdienstleister,Germany
zeb/rolfes.schierenbeck.associates gmbh,Germany
Ziraat Bank International AG,Germany
Barclays Bank of Ghana Ltd.,Ghana
Guaranty Trust Bank (Ghana) Limited,Ghana
Stanbic Bank Ghana Limited,Ghana
United Bank for Africa (Ghana) Limited,Ghana
Agricultural Bank of Greece S.A.,Greece
Geniki Bank S.A.,Greece
T Bank S.A.,Greece
Republic Bank (grenada) Limited,Grenada
"Banco Agromercantil de Guatemala, S. A.",Guatemala
Banco de los Trabajadores,Guatemala
Areson & Company,Hong-Kong
Bank of China (Hong Kong) Limited,Hong-Kong
Borrelli Walsh Limited,Hong-Kong
Briscoe Wong Ferrier Limited,Hong-Kong
China CITIC Bank International Limited,Hong-Kong
"Dah Sing Bank, Limited",Hong-Kong
DBS Bank (Hong Kong) Limited,Hong-Kong
Fubon Bank (Hong Kong) Limited,Hong-Kong
"Greenpro, Inc.",Hong-Kong
"HDFC Bank Ltd., Hong Kong Branch",Hong-Kong
Industrial and Commercial Bank of China (Asia) Limited,Hong-Kong
JBPB & Co.,Hong-Kong
KCS Limited,Hong-Kong
KLC Kennic Lui & Co. Limited,Hong-Kong
"Louis Capital Markets, Hong Kong Limited",Hong-Kong
Nanyang Commercial Bank Ltd.,Hong-Kong
Orangefield ICS Limited,Hong-Kong
Shanghai Commercial Bank Ltd.,Hong-Kong
SMEloan Hong Kong Limited,Hong-Kong
The Hongkong and Shanghai Banking Corporation Limited,Hong-Kong
Wing Lung Bank Limited,Hong-Kong
Allianz Bank Zrt.,Hungary
Banco Popolare Hungary Bank Zrt.,Hungary
CIB Bank Ltd.,Hungary
GR ÅNIT Bank Zrt,Hungary
Inter-Europa Bank Rt.,Hungary
Kereskedelmi  ©s Hitelbank Z °rtk  ruen Muk  do R ©szv ©nyt °rsas °g,Hungary
MKB Bank Zrt.,Hungary
Sberbank Magyarorsz °g,Hungary
UniCredit Bank Hungary Zrt.,Hungary
Icelandair Shared Services,Iceland
Landsbankinn hf.,Iceland
American Express (India) Private Limited,India
Asmita Share & Stock Broker Pvt. Ltd.,India
Babajob Services Private Limited,India
Barclays Bank India Pvt. Ltd.,India
Central Depository Services India Limited,India
"Citibank N.A., India Branch",India
Citizen Credit Co-operative Bank Ltd.,India
Creative Living Solutions Private Limited,India
Credit Information Bureau (India) Ltd.,India
Crimson Financial Services Ltd.,India
Cross Border Financial Research Pvt. Ltd.,India
Crossdomain Solutions Pvt. Ltd.,India
Dani Shares & Stocks Pvt Ltd.,India
Datamatics Financial Services Ltd.,India
"DBS Bank Ltd., India",India
EmmayHR Ltd.,India
Ernst & Young Private Limited,India
Fullerton Securities & Wealth Advisors Limited,India
Grant Thornton India LLP,India
Hero MindMine Institute Ltd.,India
IDBI Gilts Limited,India
Infosys BPO Limited,India
Invest India Micro Pension Services Private Limited,India
iSTAR Skill Development Private Limited,India
Janakalyan Sahakari Bank Ltd.,India
Kamal Kumar Jalan Securities Private Limited,India
Karnataka Vikas Grameena Bank,India
Kassa Finvest (P) Ltd.,India
"Kirtane & Pandit, Chartered Accountants",India
KPIT Cummins Global Business Solutions Limited,India
Ma Foi Consulting Solutions Ltd.,India
Mogaveera Co-Opertive Bank Ltd.,India
Multiplex Group,India
National Securities Depository Limited,India
"NIIT SmartServe, Limited",India
NNA Consultancy Services Pvt. Limited,India
Orbis Financial Corporation Limited,India
Patan Co-operative Bank Ltd.,India
Prabhudas Lilladher Private Limited,India
RBL Bank Ltd.,India
Repatriates Cooperative Finance and Development Bank Limited,India
RLP Securities Pvt Ltd.,India
SBI Commercial and International Bank Limited,India
Siemens Information Processing Services Pvt. Ltd.,India
Sindhanur Urban Souhardha Co-Operative Bank Ltd.,India
Standard Chartered Bank India,India
